PN,SN,Equipment,Material Description,ATA,Contract,Order/PO,Supplier,D8 Removal Notification,D8 Removal Date,D8 Code,U/S TER,Mn.wk.ctr,Profit Ctr,A/C,Fleet,Operator,Orig Order,Orig Order Type,Orig Desc,Notif Orig,Notif Orig Type,Desc.,Doc Type,Document,DPt,Vr,Document Description,"TSN
(FH)","TSI
(FH)","SHRTRNR
TSI","CSN
(Cyc)","CSI
(Cyc)","SHRTRNR
CSI",TSC (FH),"SHRTRNR
TSC","CSC
(Cyc)",Order2,Order Type,Description,Po No,Batch Out,PO in After Out,Vendor in after out,W4 in After Out,Notif Shop,Notif Shop Type,Repair Station,PO Cost,Remark,Exclude,Vendor,PN,SN,Reason of Removal,Category Finding,Shop Finding,User Status,Total Cost Actual
1152682-3,1152682-07941,12296825,EMERGENCY LOCATOR TRANSMTR,25,,512001538,WSAV,15209119,43312,WR,S,CGK1T1ZZ,GMFTF,PK-GQT,A320-200,Citilink,802429642,GA01,REMOVE ELT FOR IN SHOP BATTERY REPLACEMENT AND OPERATIONAL CHECK OF ACCELERATION SENSOR,13774833,E8,REMOVE FROM AIRCRAFT,AMI,10000066588,000,04,ELT (REAR FUSELAGE),4566.34,2778.28,,3494,2140,,,,,512036336,GA05,TEST 23-24-02 406AFN ELT (PI),512036336,,,,,15209267,W1,,,"25  ,50",,WSAV,1152682-3,1152682-07941,CRIMI,NO FAULT FOUND,NO FAULT FOUND,RRC,187.22
1152682-3,1152682-07940,12293866,EMERGENCY LOCATOR TRANSMTR,25,,512001267,WSAV,15222637,43315,WR,S,CGK1T1ZZ,GMFTN,PK-GQS,A320-200,Citilink,802429688,GA01,REMOVE ELT FOR IN SHOP BATTERY REPLACEMENT AND OPERATIONAL CHECK OF ACCELERATION SENSOR,13768559,E8,REMOVE FROM AIRCRAFT,AMI,10000066588,000,04,ELT (REAR FUSELAGE),4472.79,2716.64,,3425,2074,,,,,512036711,GA05,TEST 23-24-02 406AFN ELT (PI),512036711,,,,,15224264,W1,,,"25  ,50",,WSAV,1152682-3,1152682-07940,CRIMI,NO FAULT FOUND,NO FAULT FOUND,RRC,162.31
1152682-3,1152682-06735,12181225,EMERGENCY LOCATOR TRANSMTR,25,,512002497,WSAV,15224003,43315,WR,S,CGK1T1ZZ,GMFTF,PK-GQG,A320-200,Citilink,802430545,GA01,REMOVE ELT FOR IN SHOP BATTERY REPLACEMENT AND OPERATIONAL CHECK OF ACCELERATION SENSOR,13802006,E8,REMOVE FROM AIRCRAFT,AMI,10000066588,000,04,ELT (REAR FUSELAGE),9624.51,1942.41,,7132,1423,,,,,512036710,GA05,TEST 23-24-02 406AFN ELT (PI),512036710,,,,,15224237,W1,,,"25  ,50",,WSAV,1152682-3,1152682-06735,CRIMI,NO FAULT FOUND,NO FAULT FOUND,RRC,162.31
1152682-3,1152682-07942,12294787,EMERGENCY LOCATOR TRANSMTR,25,,512037849,WSAV,15259942,43327,WR,S,CGK1T1ZZ,GMFTF,PK-GQR,A320-200,Citilink,802451184,GA01,REMOVE ELT FOR IN SHOP BATTERY REPLACEMENT AND OPERATIONAL CHECK OF ACCELERATION SENSOR,13792023,E8,REMOVE FROM AIRCRAFT,AMI,10000066588,000,04,ELT (REAR FUSELAGE),4593.29,0,Y,3530,0,Y,,,,512037849,GA05,TEST 23-24-02 406AFN ELT (PI),512037849,,,,,15260009,W1,,,"25  ,50",,WSAV,1152682-3,1152682-07942,CRIMI,NO FAULT FOUND,NO FAULT FOUND.,RRC,119.27
1152682-3,1152682-06859,12212574,EMERGENCY LOCATOR TRANSMTR,25,,512037850,WSAV,15259983,43327,WR,S,CGK1T1ZZ,GMFTN,PK-GQI,A320-200,Citilink,802451185,GA01,REMOVE ELT FOR IN SHOP BATTERY REPLACEMENT AND OPERATIONAL CHECK OF ACCELERATION SENSOR,13791951,E8,REMOVE FROM AIRCRAFT,AMI,10000066588,000,04,ELT (REAR FUSELAGE),9867.19,0,Y,7492,0,Y,,,,512037850,GA05,TEST 23-24-02 406AFN ELT (PI),512037850,,,,,15260025,W1,,,"25  ,50",,WSAV,1152682-3,1152682-06859,CRIMI,NO FAULT FOUND,NO FAULT FOUND.,RRC,207.61
1152682-3,1152682-08006,12309493,EMERGENCY LOCATOR TRANSMTR,25,,512005343,WSAV,15306964,43342,TX,S,GAH210ZZ,GMFTL,PK-GTE,A320-200,Citilink,802474012,GA01,REMOVE ELT FOR IN SHOP BATTERY REPLACEMENT AND OPERATIONAL CHECK OF ACCELERATION SENSOR,13891878,E8,REMOVE FROM AIRCRAFT,AMI,10000066588,000,04,ELT (REAR FUSELAGE),3919.88,2948.38,,1701,1273,,,,,512039257,GA05,TEST OF 23-24-02 406AFN ELT,512039257,,,,,15308634,W1,,,"25  ,50",,WSAV,1152682-3,1152682-08006,REMOVE ELT FOR IN SHOP BATTERY,NO FAULT FOUND,NO FAULT FOUND.,RRC,117.01
1152682-3,1152682-06122,12010799,EMERGENCY LOCATOR TRANSMTR,25,,512004655,WSAV,15330610,43347,FO,S,CGK1T1ZZ,GMFTF,PK-GLY,A320-200,Citilink,802485419,GA01,REMOVE ELT FOR IN SHOP BATTERY REPLACEMENT AND OPERATIONAL CHECK OF ACCELERATION SENSOR,13875338,E8,REMOVE FROM AIRCRAFT,AMI,10000066588,000,04,ELT (REAR FUSELAGE),13239.66,2555.76,,8852,1903,,,,,512039680,GA05,TEST 23-24-02 406AFN ELT (PI),512039680,,,,,15331724,W1,,,"25  ,50",,WSAV,1152682-3,1152682-06122,CRIMI,NO FAULT FOUND,NO FAULT FOUND,RRC,117.01
1152682-3,1152682-05959,12025167,EMERGENCY LOCATOR TRANSMTR,25,,512039959,WSAV,15342344,43350,WR,S,CGK1T1ZZ,GMFTN,PK-GLR,A320-200,Citilink,802482712,GA01,REMOVE ELT FOR IN SHOP BATTERY REPLACEMENT AND OPERATIONAL CHECK OF ACCELERATION SENSOR,13893612,E8,REMOVE FROM AIRCRAFT,AMI,10000066588,000,04,ELT (REAR FUSELAGE),13833.44,2558.65,,11321,1994,,,,,512039959,GA05,TEST 23-24-02 406AFN ELT (PI),512039959,,,,,15342746,W1,,,"25  ,50",,WSAV,1152682-3,1152682-05959,CRIMI,NO FAULT FOUND,NO FAULT FOUND,RRC,117.01
1152682-3,1152682-07946,12300562,EMERGENCY LOCATOR TRANSMTR,25,,512005007,WSAV,15365584,43357,WR,S,GAH240ZZ,GMFTL,PK-GTA,A320-200,Citilink,802503351,GA01,REMOVE ELT FOR IN SHOP BATTERY REPLACEMENT AND OPERATIONAL CHECK OF ACCELERATION SENSOR,13884307,E8,REMOVE FROM AIRCRAFT,AMI,10000066588,000,04,ELT (REAR FUSELAGE),4644.39,3125.87,,2323,1450,,,,,512040548,GA05,TEST 23-24-02 406AFN ELT (PI),512040548,,,,,15365669,W1,,,"25  ,50",,WSAV,1152682-3,1152682-07946,CRIMI,NO FAULT FOUND,NO FAULT FOUND,RRC,117.01
1152682-3,1152682-07954,12303204,EMERGENCY LOCATOR TRANSMTR,25,,512040803,WSAV,15371673,43361,WR,S,CGK1T1ZZ,GMFTF,PK-GTC,A320-200,Citilink,802509751,GA01,REMOVE ELT FOR IN SHOP BATTERY REPLACEMENT AND OPERATIONAL CHECK OF ACCELERATION SENSOR,13884321,E8,REMOVE FROM AIRCRAFT,AMI,10000066588,000,04,ELT (REAR FUSELAGE),4729.64,3143.01,,2209,1355,,,,,512040803,GA05,TEST 23-24-02 406AFN ELT (PI),512040803,,,,,15371677,W1,,,"25  ,50",,WSAV,1152682-3,1152682-07954,CRIMI,NO FAULT FOUND,NO FAULT FOUND,RRC,221.2
1152682-3,1152682-05973,12014968,EMERGENCY LOCATOR TRANSMTR,25,,512008382,WSAV,15390236,43368,WR,S,CGK1T1ZZ,GMFTF,PK-GLW,A320-200,Citilink,802519515,GA01,REMOVE ELT FOR IN SHOP BATTERY REPLACEMENT AND OPERATIONAL CHECK OF ACCELERATION SENSOR,13990803,E8,REMOVE FROM AIRCRAFT,AMI,10000066588,000,04,ELT (REAR FUSELAGE),13654.21,2590.11,,11350,2052,,,,,512041439,GA05,TEST 23-24-02 406AFN ELT (PI),512041439,,,,,15390755,W1,,,"25  ,50",,WSAV,1152682-3,1152682-05973,CRIMI,NO FAULT FOUND,NO FAULT FOUND,RRC,71.71
1152682-3,1152682-04552,12383965,EMERGENCY LOCATOR TRANSMTR,25,,512042135,WSAV,15407273,43375,FO,S,GAH402ZZ,GMFTBB,PK-GQF,A320-200,Citilink,802334488,GA01,REMOVE ELT FOR IN SHOP BATTERY REPLACEMENT AND OPERATIONAL CHECK OF ACCELERATION SENSOR,13924022,E8,REMOVE FROM AIRCRAFT,AMI,10000066588,000,04,ELT (REAR FUSELAGE),0,0,Y,0,0,Y,,,,512042135,GA05,TEST 23-24-02 406AFN ELT (PI),512042135,,,,15408714,15408690,W1,,,"15, 25  ,50",,WSAV,1152682-3,1152682-04552,RECODING,NO FAULT FOUND,NO FAULT FOUND.,RRC,207.61
1152682-3,1152682-05347,12035387,EMERGENCY LOCATOR TRANSMTR,25,,512007959,WSAV,15409207,43375,WR,S,CGK1T1ZZ,GMFTN,PK-GLM,A320-200,Citilink,802528579,GA01,REMOVE ELT FOR IN SHOP BATTERY REPLACEMENT AND OPERATIONAL CHECK OF ACCELERATION SENSOR,13979309,E8,REMOVE FROM AIRCRAFT,AMI,10000066588,000,04,ELT (REAR FUSELAGE),15179.59,2569.24,,11799,1955,,,,,512042138,GA05,TEST OF 23-24-02 406AFN ELT,512042138,,,,,15410691,W1,,,"15, 25  ,50",,WSAV,1152682-3,1152682-05347,"CRIMI RST, REMOVE ELT FOR IN SHOP BATTERY REPLACEMENT AND OPERATIONAL CHECK OF ACCELERATION SENSOR",,NO FINDING,RRC,101.93
1152682-3,1152682-05428,12123731,EMERGENCY LOCATOR TRANSMTR,25,,512042450,WSAV,15421544,43379,WR,S,CGK1T1ZZ,GMFTF,PK-GLO,A320-200,Citilink,802530157,GA01,REMOVE ELT FOR IN SHOP BATTERY REPLACEMENT AND OPERATIONAL CHECK OF ACCELERATION SENSOR,14003547,E8,REMOVE FROM AIRCRAFT,AMI,10000066588,000,04,ELT (REAR FUSELAGE),11167.42,0,Y,9070,0,Y,,,,512042450,GA05,TEST 23-24-02 406AFN ELT (PI),512042450,,,,,15421666,W1,,,"15, 25  ,50",,WSAV,1152682-3,1152682-05428,CRIMI,NO FAULT FOUND,NO FAULT FOUND,RRC,98.17
1152682-3,1152682-07963,12310672,EMERGENCY LOCATOR TRANSMTR,25,,512007605,WSAV,15431880,43382,FO,S,CGK1T1ZZ,GMFTL,PK-GTD,A320-200,Citilink,802528058,GA01,REMOVE ELT FOR IN SHOP BATTERY REPLACEMENT AND OPERATIONAL CHECK OF ACCELERATION SENSOR,13967596,E8,REMOVE FROM AIRCRAFT,AMI,10000066588,000,04,ELT (REAR FUSELAGE),3992.67,2905.21,,1796,1358,,,,,512042648,GA05,TEST 23-24-02 406AFN ELT (PI),512042648,,,,,15431998,W1,,,"15, 25  ,50",,WSAV,1152682-3,1152682-07963,CRIMI,NO FAULT FOUND,NO FAULT FOUND.,RRC,117.01
1152682-3,1152682-05969,12027211,EMERGENCY LOCATOR TRANSMTR,25,,512009835,WSAV,15441712,43385,WR,S,CGK1T1ZZ,GMFTN,PK-GLQ,A320-200,Citilink,802540230,GA01,REMOVE ELT FOR IN SHOP BATTERY REPLACEMENT AND OPERATIONAL CHECK OF ACCELERATION SENSOR,14037572,E8,REMOVE FROM AIRCRAFT,AMI,10000066588,000,04,ELT (REAR FUSELAGE),12208.41,2493.24,,9919,1906,,,,,512043010,GA05,TEST 23-24-02 406AFN ELT (PI),512043010,,,,,15442295,W1,,,"15, 25  ,50",,WSAV,1152682-3,1152682-05969,CRIMI,NO FAULT FOUND,NO FAULT FOUND,RRC,101.93
1152682-3,1152682-06731,12195968,EMERGENCY LOCATOR TRANSMTR,25,,512011831,WSAV,15444851,43387,FO,S,GAH414ZZ,GMFTBT,PK-GQH,A320-200,Citilink,802549392,GA01,REMOVE ELT FOR IN SHOP BATTERY REPLACEMENT AND OPERATIONAL CHECK OF ACCELERATION SENSOR,14105477,E8,REMOVE FROM AIRCRAFT,AMI,10000066588,000,04,ELT (REAR FUSELAGE),10804.52,2502.59,,8231,1886,,,,,512043092,GA05,TEST OF 23-24-02 406AFN ELT,512043092,,,,,15447533,W1,,,"15, 25  ,50",,WSAV,1152682-3,1152682-06731,CRIMI / SHOP CHECK,NO FAULT FOUND,NO FAULT FOUND.,RRC,117.01
1152682-3,1152682-05960,12017005,EMERGENCY LOCATOR TRANSMTR,25,,512008536,WSAV,15451842,43389,FO,S,CGK1T1ZZ,GMFTF,PK-GLV,A320-200,Citilink,802551607,GA01,REMOVE ELT FOR IN SHOP BATTERY REPLACEMENT AND OPERATIONAL CHECK OF ACCELERATION SENSOR,14003630,E8,REMOVE FROM AIRCRAFT,AMI,10000066588,000,04,ELT (REAR FUSELAGE),13913.71,2663.02,,11290,2053,,,,,512043320,GA05,TEST 23-24-02 406AFN ELT (PI),512043320,,,,,15451937,W1,,,"15, 25  ,50",,WSAV,1152682-3,1152682-05960,CRIMI,NO FAULT FOUND,NO FAULT FOUND,RRC,207.61
1152682-3,1152682-07532,12274392,EMERGENCY LOCATOR TRANSMTR,25,,512009836,WSAV,15471236,43396,WR,S,CGK1T1ZZ,GMFTN,PK-GQN,A320-200,Citilink,802568357,GA01,REMOVE ELT FOR IN SHOP BATTERY REPLACEMENT AND OPERATIONAL CHECK OF ACCELERATION SENSOR,14037567,E8,REMOVE FROM AIRCRAFT,AMI,10000066588,000,04,ELT (REAR FUSELAGE),6760.57,2708.95,,4801,1898,,,,,512044028,GA05,TEST 23-24-02 406AFN ELT,512044028,,,,,15471327,W1,,,"15, 25  ,50",,WSAV,1152682-3,1152682-07532,CRIMI,NO FAULT FOUND,NO FAULT FOUND.,RRC,117.01
1152682-3,1152682-05967,12023124,EMERGENCY LOCATOR TRANSMTR,25,,512010449,WSAV,15471237,43396,WR,S,CGK1T1ZZ,GMFTN,PK-GLS,A320-200,Citilink,802562668,GA01,REMOVE ELT FOR IN SHOP BATTERY REPLACEMENT AND OPERATIONAL CHECK OF ACCELERATION SENSOR,14062307,E8,REMOVE FROM AIRCRAFT,AMI,10000066588,000,04,ELT (REAR FUSELAGE),14574.87,2605.44,,11887,2008,,,,,512044029,GA05,TEST 23-24-02 406AFN ELT,512044029,,,,,15471335,W1,,,"15, 25  ,50",,WSAV,1152682-3,1152682-05967,CRIMI,NO FAULT FOUND,NO FAULT FOUND.,RRC,117.01
1152682-3,1152682-05961,12021074,EMERGENCY LOCATOR TRANSMTR,25,,512010451,WSAV,15481076,43399,WR,S,CGK1T1ZZ,GMFTN,PK-GLT,A320-200,Citilink,802561479,GA01,REMOVE ELT FOR IN SHOP BATTERY REPLACEMENT AND OPERATIONAL CHECK OF ACCELERATION SENSOR,14062337,E8,REMOVE FROM AIRCRAFT,AMI,10000066588,000,04,ELT (REAR FUSELAGE),14169.67,2562.96,,11610,1998,,,,,512044226,GA05,TEST 23-24-02 406AFN ELT,512044226,,,,,15481513,W1,,,"15, 25  ,50",,WSAV,1152682-3,1152682-05961,CRIMI,NO FAULT FOUND,NO FAULT FOUND,RRC,117.01
1152682-3,1152682-07129,12239016,EMERGENCY LOCATOR TRANSMTR,25,,512044229,WSAV,15481427,43400,WR,S,CGK1T1ZZ,GMFTN,PK-GQL,A320-200,Citilink,802575480,GA01,REMOVE ELT FOR IN SHOP BATTERY REPLACEMENT AND OPERATIONAL CHECK OF ACCELERATION SENSOR,14037577,E8,REMOVE FROM AIRCRAFT,AMI,10000066588,000,04,ELT (REAR FUSELAGE),8565.52,0,Y,6262,0,Y,,,,512044229,GA05,TEST 23-24-02 406AFN ELT,512044229,,,,,15481526,W1,,,"15, 25  ,50",,WSAV,1152682-3,1152682-07129,CRIMI,NO FAULT FOUND,NO FAULT FOUND,RRC,117.01
1152682-3,1152682-07258,12262002,EMERGENCY LOCATOR TRANSMTR,25,,512011236,WSAV,15564529,43428,WR,S,CGK1T1ZZ,GMFTN,PK-GQM,A320-200,Citilink,802624363,GA01,REMOVE ELT FOR IN SHOP BATTERY REPLACEMENT AND OPERATIONAL CHECK OF ACCELERATION SENSOR,14086356,E8,REMOVE FROM AIRCRAFT,AMI,10000066588,000,04,ELT (REAR FUSELAGE),7825.45,2849.16,,5691,2089,,,,,512047051,GA05,TEST 23-24-02 406AFN ELT,512047051,,,,,15564507,W1,,,"16, 25  ,50",,WSAV,1152682-3,1152682-07258,REFF J/C ORDER 802624363 FOR SENT TO SHOP/CRIMI,,NO FINDING.,RRC,101.93
1152682-3,1152682-05424,12029247,EMERGENCY LOCATOR TRANSMTR,25,,512011876,WSAV,15575922,43431,WR,S,CGK1T1ZZ,GMFTN,PK-GLP,A320-200,Citilink,802627317,GA01,REMOVE ELT FOR IN SHOP BATTERY REPLACEMENT AND OPERATIONAL CHECK OF ACCELERATION SENSOR,14103604,E8,REMOVE FROM AIRCRAFT,AMI,10000066588,000,04,ELT (REAR FUSELAGE),14706.87,2597.79,,11290,1948,,,,,512047132,GA05,TEST 23-24-02 406AFN ELT (PI),512047132,,,,,15575982,W1,,,"16, 25  ,50",,WSAV,1152682-3,1152682-05424,SHOP CHECK/CRIMI,,NO FINDING,RRC,90.6
1152682-3,1152682-06864,12218086,EMERGENCY LOCATOR TRANSMTR,25,,512015928,WSAV,15619120,43445,WR,S,CGK1T1ZZ,GMFTN,PK-GQJ,A320-200,Citilink,802660631,GA01,REMOVE ELT FOR IN SHOP BATTERY REPLACEMENT AND OPERATIONAL CHECK OF ACCELERATION SENSOR,14243618,E8,REMOVE FROM AIRCRAFT,AMI,10000066588,000,04,ELT (REAR FUSELAGE),10375.77,2558.77,,7495,1922,,,,,512048278,GA05,TEST 23-24-02 406AFN ELT,512048278,,,,,15619451,W1,,,"27, 30  ,50",,WSAV,1152682-3,1152682-06864,CRIMI,NO FAULT FOUND,NO FAULT FOUND.,RRC,117.01
1152682-3,1152682-05545,12012895,EMERGENCY LOCATOR TRANSMTR,25,,512019860,WSAV,15719252,43476,WR,S,CGK1T1ZZ,GMFTL,PK-GLX,A320-200,Citilink,802708562,GA01,REMOVE ELT FOR IN SHOP BATTERY REPLACEMENT AND OPERATIONAL CHECK OF ACCELERATION SENSOR,14682391,E8,REMOVE FROM AIRCRAFT,AMI,10000066588,000,04,ELT (REAR FUSELAGE),13505.33,2522.54,,9841,2009,,,,,512051157,GA05,TEST 23-24-02 406AFN ELT,512051157,,,,,15719572,W1,,,34,,WSAV,1152682-3,1152682-05545,CRIMI,NO FAULT FOUND,NO FAULT FOUND,RRC,117.01
1152682-3,1152682-08267,12367077,EMERGENCY LOCATOR TRANSMTR,25,,512051863,WSAV,15742592,43484,WR,S,CGK1T1ZZ,GMFTN,PK-GTG,A320-200,Citilink,802721686,GA01,REMOVE ELT FOR IN SHOP BATTERY REPLACEMENT AND OPERATIONAL CHECK OF ACCELERATION SENSOR,15728383,E8,REMOVE FROM AIRCRAFT,AMI,10000066588,000,04,ELT (REAR FUSELAGE),1924.72,0,Y,1128,0,Y,,,,512051863,GA05,TEST 23-24-02 406AFN ELT,512051863,,,,,15742674,W1,,,34,,WSAV,1152682-3,1152682-08267,CRIMI,NO FAULT FOUND,NO FAULT FOUND,RRC,94.36
1152682-3,1152682-08114,12324348,EMERGENCY LOCATOR TRANSMTR,25,,512054311,WSAV,15853789,43512,WR,S,GAH210ZZ,GMFTF,PK-GTF,A320-200,Citilink,802775026,GA01,REMOVE ELT FOR IN SHOP BATTERY REPLACEMENT AND OPERATIONAL CHECK OF ACCELERATION SENSOR,14757509,E8,REMOVE FROM AIRCRAFT,AMI,10000066588,000,04,ELT (REAR FUSELAGE),4042.51,0,Y,1955,0,Y,,,,512054311,GA05,TEST 23-24-02 406AFN ELT,512054311,,,,,15853930,W1,,,,,WSAV,1152682-3,1152682-08114,CRIMI,NO FAULT FOUND,NO FAULT FOUND,RRC,117.01
1152682-3,1152682-07967,12304641,EMERGENCY LOCATOR TRANSMTR,25,,512021337,WSAV,15958078,43525,FO,S,CGK1T1ZZ,GMFTF,PK-GQU,A320-200,Citilink,802819465,GA01,REMOVE ELT FOR IN SHOP BATTERY REPLACEMENT AND OPERATIONAL CHECK OF ACCELERATION SENSOR,14731966,E8,REMOVE FROM AIRCRAFT,AMI,10000066588,000,04,ELT (REAR FUSELAGE),5347.13,2711.69,,4153,2152,,,,,512055699,GA05,TEST 23-24-02 406AFN ELT,512055699,,,,,15958951,W1,,,39.42,,WSAV,1152682-3,1152682-07967,CRIMI,NO FAULT FOUND,NO FAULT FOUND,RRC,117.01
1152682-3,1152682-06566,12159079,EMERGENCY LOCATOR TRANSMTR,25,,512022923,WSAV,15973384,43529,FO,S,CGK1T1ZZ,GMFTF,PK-GQA,A320-200,Citilink,802821452,GA01,REMOVE ELT FOR IN SHOP BATTERY REPLACEMENT AND OPERATIONAL CHECK OF ACCELERATION SENSOR,14811672,E8,REMOVE FROM AIRCRAFT,AMI,10000066588,000,04,ELT (REAR FUSELAGE),10103.36,2350.68,,9117,2035,,,,,512056160,GA05,TEST 23-24-02 406AFN ELT,512056160,,,,,15974558,W1,,,"39,42,50",,WSAV,1152682-3,1152682-06566,CRIMI ELT,NO FAULT FOUND,NO FAULT FOUND,RRC,117.01
1152682-3,1152682-06916,12224732,EMERGENCY LOCATOR TRANSMTR,25,,512023312,WSAV,16014962,43539,WR,S,CGK1T1ZZ,GMFTN,PK-GQK,A320-200,Citilink,802846363,GA01,REMOVE ELT FOR IN SHOP BATTERY REPLACEMENT AND OPERATIONAL CHECK OF ACCELERATION SENSOR,14823952,E8,REMOVE FROM AIRCRAFT,AMI,10000066588,000,04,ELT (REAR FUSELAGE),10962.05,2844.7,,8033,2110,,,,,512057201,GA05,TEST 23-24-02 406AFN ELT,512057201,,,,,16015067,W1,,,"39,42,50",,WSAV,1152682-3,1152682-06916,SHOP CHECK,NO FAULT FOUND,NO FAULT FOUND.,RRC,117.01
1152682-3,1152682-05345,12039768,EMERGENCY LOCATOR TRANSMTR,25,,512025705,WSAV,16078344,43557,WR,S,CGK1T1ZZ,GMFTF,PK-GLK,A320-200,Citilink,802883599,GA01,REMOVE ELT FOR IN SHOP BATTERY REPLACEMENT AND OPERATIONAL CHECK OF ACCELERATION SENSOR,14901554,E8,REMOVE FROM AIRCRAFT,AMI,10000066588,000,04,ELT (REAR FUSELAGE),16080.92,53.15,Y,12835,40,Y,,,,6021394,,,802883599,,,,,,,,,43,,WSAV,1152682-3,1152682-05345,reff j/c 802883599 sand to shop,,,,125.98
1152682-3,1152682-07860,12286014,EMERGENCY LOCATOR TRANSMTR,25,,512060441,WSAV,16145030,43572,WR,S,GAH240ZZ,GMFTN,PK-GQP,A320-200,Citilink,802909341,GA01,REMOVE ELT FOR IN SHOP BATTERY REPLACEMENT AND OPERATIONAL CHECK OF ACCELERATION SENSOR,14922745,E8,REMOVE FROM AIRCRAFT,AMI,10000066588,000,04,ELT (REAR FUSELAGE),7199.76,0,Y,5515,0,Y,,,,512060441,GA05,TEST 23-24-02 406AFN ELT,802909341,,,,,16145217,W1,,,"43,50",,WSAV,1152682-3,1152682-07860,OPERATIONAL CHECK OF ACCELERATION SENSOR,NO FAULT FOUND,NO FAULT FOUND,RRC,111.59
1152682-3,1152682-06316,12157212,EMERGENCY LOCATOR TRANSMTR,25,,512028637,WSAV,16164134,43578,WR,S,CGK1T1ZZ,GMFTF,PK-GLZ,A320-200,Citilink,802919437,GA01,REMOVE ELT FOR IN SHOP BATTERY REPLACEMENT AND OPERATIONAL CHECK OF ACCELERATION SENSOR,14983714,E8,REMOVE FROM AIRCRAFT,AMI,10000066588,000,04,ELT (REAR FUSELAGE),13223.09,2371.83,,10003,1854,,,,,512061025,GA05,TEST 23-24-02 406AFN ELT,802919437,,,,,16164170,W1,,,"43,50",,WSAV,1152682-3,1152682-06316,OPERATIONAL CHECK,NO FAULT FOUND,NO FAULT FOUND,RRC,111.59
1152682-3,1152682-07917,12286972,EMERGENCY LOCATOR TRANSMTR,25,,512029966,WSAV,16198618,43588,WR,S,CGK1T1ZZ,GMFTF,PK-GQQ,A320-200,Citilink,802940637,GA01,REMOVE ELT FOR IN SHOP BATTERY REPLACEMENT AND OPERATIONAL CHECK OF ACCELERATION SENSOR,15014247,E8,REMOVE FROM AIRCRAFT,AMI,10000066588,000,04,ELT (REAR FUSELAGE),7193.44,2532.05,,5700,2065,,,,,512062155,GA05,,512062155,,,,,,,,,44,,WSAV,1152682-3,1152682-07917,"RST, REMOVE ELT FIXED FOR IN SHOP BATTERY REPLACEMENT AND OPERATIONAL CHECK OF ACCELERATION SENSOR",,,,111.59
1152682-3,1152682-07742,12278555,EMERGENCY LOCATOR TRANSMTR,25,,512030911,WSAV,16222819,43592,WR,S,CGK1T1ZZ,GMFTN,PK-GQO,A320-200,Citilink,802941322,GA01,REMOVE ELT FOR IN SHOP BATTERY REPLACEMENT AND OPERATIONAL CHECK OF ACCELERATION SENSOR,15045618,E8,REMOVE FROM AIRCRAFT,AMI,10000066588,000,04,ELT (REAR FUSELAGE),7886.36,2493.29,,5851,1880,,,,,512062257,GA05,TEST 23-24-02 406AFN ELT,512062257,,,,,16225916,W1,,,"44,50",,WSAV,1152682-3,1152682-07742,REMOVE ELT FOR OPERATIONAL CHECK,NO FAULT FOUND,NO FAULT FOUND.,RRC,111.59
1152682-3,1152682-08270,12375056,EMERGENCY LOCATOR TRANSMTR,25,,,,16481890,43637,WR,S,CGK1T1ZZ,GMFTF,PK-GTI,A320-200,Citilink,803031920,GA01,REMOVE ELT FOR IN SHOP BATTERY REPLACEMENT AND OPERATIONAL CHECK OF ACCELERATION SENSOR,15230399,E8,REMOVE FROM AIRCRAFT,AMI,10000066588,000,04,ELT (REAR FUSELAGE),2897.37,2897.37,,1679,1679,,,,,512067508,GA05,TEST 23-24-02 406AFN ELT,512067508,,,,,16482975,W1,,,"45,50",,WSAV,1152682-3,1152682-08270,SAND TO SHOP/ CRIMI,NO FAULT FOUND,NO FAULT FOUND.,RRC,111.59
1152682-3,1152682-06567,12159586,EMERGENCY LOCATOR TRANSMTR,25,,512034120,WSAV,16481930,43637,WR,S,CGK1T1ZZ,GMFTF,PK-GQC,A320-200,Citilink,TQC200610F2,GATL,SAND TO SHOP,,,,,,,,,13582.45,2415.1,,9381,1856,,,,,512067507,GA05,TEST 23-24-02 406AFN ELT,512067507,,,,,16482979,W1,,,"45,50",,WSAV,1152682-3,1152682-06567,SAND TO SHOP/CRIMI,NO FAULT FOUND,NO FAULT FOUND.,RRC,111.59
1152682-3,1152682-05961,12021074,EMERGENCY LOCATOR TRANSMTR,25,,512044226,WSAV,16493334,43641,WR,S,CGK1T1ZZ,GMFTF,PK-GLT,A320-200,Citilink,803039270,GA01,REMOVE ELT FOR IN SHOP BATTERY REPLACEMENT AND OPERATIONAL CHECK OF ACCELERATION SENSOR,15481516,E8,REMOVE FROM AIRCRAFT,AMI,10000066588,000,04,ELT (REAR FUSELAGE),15804.87,1639.44,,12838,1226,,,,,512067894,GA05,TEST 23-24-02 406AFN ELT,512067894,,,,,16493921,W1,,,"45,50",,WSAV,1152682-3,1152682-05961,SHOP CHECK,NO FAULT FOUND,NO FAULT FOUND,RRC,111.59
